title,release_date,genres,overview,first_genre
Mighty Morphin Power Rangers: The Movie,1995-06-30,Action|Adventure|Science Fiction|Family|Fantasy,power incred teen out-maneuv defeat evil everywher mighti morphin power ranger time power ranger may met match face sinist monster galaxi ever seen,Action
Moonlight and Valentino,1995-09-29,Comedy|Drama|Romance,women discov untap strength final let go divid,Comedy
Mute Witness,1995-09-28,Thriller|Foreign,billi mute n't kept becom success makeup artist russia work film direct sister boyfriend andi billi find trap studio night horrifi see snuff film made billi escap help sister kate alert author saw unfortun make enemi russian mafia fund snuff film,Thriller
Nadja,1994-09-13,Horror|Thriller,ultra-hip post-modern vampir tale set contemporari new york citi member dysfunct famili vampir tri come term wake father death meanwhil hunt dr van hels hapless nephew good vampir movi forc love pit forc destruct,Horror
The Net,1995-07-28,Crime|Drama|Mystery|Thriller|Action,angela bennett freelanc softwar engin live world comput technolog when cyber friend ask bennett debug new game inadvert becom involv conspiraci soon turn life upsid vacat mexico purs stolen soon find peopl event may seem becom target assassin vacat ruin get new passport u.s embassi mexico wrong name ruth marx when return u.s sort thing discov ruth marx unsavori past lengthi polic record to make matter wors person assum real ident ,Crime
Nine Months,1995-07-12,Comedy,when find longtim girlfriend pregnant commitment-phob realiz might chang lifestyl better much much wors,Comedy
Party Girl,1995-06-09,Comedy,mari littl incom still find way spend night club arrest throw illeg rave ask aunt judi bail money judi find mari job librari mari repay initi mari find job clerk bore stifl prefer get know street food vendor like howev mari must refocus life lose job apart,Comedy
Safe,1995-06-23,Drama,carol typic upper middle-class housewif begin complain vagu symptom ill n't feel right unexplain headach congest dri cough noseble vomit troubl breath famili doctor treat concern dismiss suggest psychiatrist eventu allergist tell environment ill,Drama
The Scarlet Letter,1995-10-13,Drama|History|Romance,set puritan boston mid stori seamstress hester prynn outcast becom pregnant respect reverend refus divulg name father convict adulteri forc wear scarlet a indian attack unit puritan lead reevalu law moral,Drama
The Show,1995-08-25,Documentary,documentari cultur hip-hop interview hip-hop biggest name film maker attempt find becom popular,Documentary
Showgirls,1995-09-22,Drama,young drifter name nomi arriv las vega becom dancer soon set claw push way becom top showgirl,Drama
Smoke,1995-06-09,Comedy|Drama,writer paul benjamin near hit bus leav auggi wren smoke shop stranger rashid cole save life soon middle-ag paul tell homeless rashid would n't mind short-term housem still griev wife murder paul move rashid quest reconnect father auggi discoveri woman might daughter give birth,Comedy
Something to Talk About,1995-08-04,Comedy,best-ev role julia robert grace reaction infidel eddi denni quaid turn live love peopl someth fall domino robert duval gena rowland kyra sedgwick other year best ensembl charact  jack matthew newsday co-star juici truth stori written calli khouri,Comedy
The Stars Fell on Henrietta,1995-09-15,Drama,set earli america oil boom elder luck man mr cox find town henrietta use unconvent method convinc local don day oil day land financi strap day put everyth find oil cost ,Drama
Strange Days,1995-10-13,Crime|Drama|Science Fiction|Thriller,set year last day old millennium movi tell stori lenni nero ex-cop deal data-disc contain record memori emot day receiv disc contain memori murder kill prostitut lenni investig pull deeper deeper whirl blackmail murder rape will surviv solv case ,Crime
The Tie That Binds,1995-09-08,Thriller,john netherwood wife leann fugit want murder young daughter name jani want back,Thriller
Three Wishes,1995-10-27,Drama|Fantasy,jane holman mastrantonio drive son accident run drifter jack mccloud swayz break leg be respons jane invit jack dog stay home leg heal jack struggl adapt lifestyl find love famili start teach basebal tom miss father lost korean war jack tom develop strong bond friendship meanwhil gunni believ jack betti jane meet eye learn jack jack mccloud star white sock basebal player drop leagu first season  never heard  wonder stori wit magic boy imagin jack dog never sure wit imagin magic dog stori friendship famili learn life n't alway cut dri often believ,Drama
Total Eclipse,1995-11-02,Drama|Romance,young wild poet arthur rimbaud mentor paul verlain engag fierc forbidden romanc feel effect hellish artist lifestyl,Drama
"To Wong Foo, Thanks for Everything! Julie Newmar",1995-09-07,Comedy,new york drag queen way hollywood beauti pageant get strand small midwestern town entir weekend car break wait part cadillac convert flamboy trio show local homophob redneck appear differ n't mean n't human common,Comedy
Under Siege 2: Dark Territory,1995-07-13,Action|Thriller,passeng train hijack electron expert turn untrac command center weapon satellit plan blow washington dc man stop former navi seal casey ryback,Action
Unstrung Heroes,1995-09-15,Comedy|Drama|Family,steven lidz unhappi home life mother got sick goe live crazi uncl chang get closer uncl parent want home even final happi popular written todd weiser,Comedy
Unzipped,1995-08-11,Documentary,use varieti cinematograph techniqu world high- profil fashion design issac mizrahi portray driven excit creativ concomit chao cacophoni mizrahi frenzi genius rollercoast emot paint humor person portrait brilliant design famous supermodel actor actress popul issac rarifi world dougla keev camera captur stress turbul beneath placid cool glamour written tad dibbern,Documentary
A Walk in the Clouds,1995-08-11,Drama|Romance,world war ii vet paul sutton fall pregnant unw woman persuad first encount pose husband face famili,Drama
White Man's Burden,1995-12-01,Drama,stori take place altern america black member social elit white inhabit inner citi ghetto loui pinnock white worker chocol factori love husband father children deliv packag black ceo thaddeus thoma mistaken voyeur result lose job get beaten black cop famili get evict home desper pinnock take gun kidnap thoma demand justic,Drama
Wild Bill,1995-12-01,Action|Western,biopic famous gunsling wild bill hickock earli career legendari lawman telescop culmin reloc deadwood reunion calam jane,Action
The Browning Version,1994-10-12,Drama,andrew crocker-harri embitt dislik teacher greek latin british prep school near year servic forc retir pretext health perhap may even given pension boy regard hitler justif wife laura unfaith live wound way andrew must come term fail life regain least self-respect,Drama
Bushwhacked,1995-08-04,Adventure|Action|Comedy|Crime|Family,inept courier realis use crimin deliv money run crimin polic pose scout leader lead scout group hike mountain,Adventure
Burnt by the Sun,1994-05-01,Drama,russia revolutionari hero colonel kotov spend idyl summer dacha young wife six-year-old daughter nadia assort famili friend thing chang dramat unherald arriv cousin dmitri moscow charm women littl nadia game pianist bravura kotov n't fool time stalin repress telephon call middl night spell doom know dmitri n't pay social call ,Drama
Before the Rain,1994-06-09,Drama|War,circular violenc seen stori circl macedonia war bosnia christian hunt ethnic albanian girl may murder young monk 's taken vow silenc offer protect london photograph editor 's pregnant need talk estrang husband choos toney restaur,Drama
Before Sunrise,1995-01-27,Drama|Romance,dialogu marathon film fairytal love stori american boy french girl day night togeth vienna heart collid,Drama
Billy Madison,1995-02-10,Comedy,billi madison year-old son bryan madison rich man made live hotel industri billi stand inherit father empir make grade week grade prove take run famili busi,Comedy
The Babysitter,1995-10-17,Drama|Thriller,jennif alicia silverston love teen hire baby-sit kid harri tucker j.t walsh wife dolli lee garlington tucker go parti proceed get inebri mr tucker fantas beauti babi sitter meanwhil jack jeremi london boyfriend mark nicki katt guy interest decid spi jennif tucker hous young man also fixat,Drama
Boys on the Side,1995-02-03,Comedy|Drama,break girlfriend nightclub singer jane answer person ad robin real estat agent aid seek cross-countri travel partner journey new york citi los angel stop pittsburgh pick robin friend holli tri escap abus relationship distinct person women must overcom differ help,Comedy
The Cure,1995-04-21,Drama|Family,dexter age aid next door neighbor eric littl older much bigger becom best friend eric also becom closer dexter mother neglect bigot violent forbid friendship learn dexter erik start journey find cure read local newspap,Drama
Castle Freak,1995-08-04,Thriller|Drama|Horror|Mystery,john inherit castl itali move wife susan blind daughter rebecca n't realiz somebodi els castl abus child left die basement becom castl freak wreak havoc,Thriller
Circle of Friends,1995-03-16,Drama|Family|Romance,circl friend set ireland movi focus benni hogan best friend eve malon stori center benni eve enter student life univers colleg dublin here benni eve reunit childhood friend ice-cool nan mahon colleg bell also encount handsom charm jack foley benni quick fall,Drama
Clerks,1994-09-13,Comedy,conveni video store clerk dant randal sharp-wit potty-mouth bore mind so needl custom counter jockey play hockey roof visit funer home deal love live,Comedy
